state,lga,candidate,party,votes,percent
Kebbi,Sakaba,Abubakar Atiku Bagudu,APC,19182.0,
Kebbi,Sakaba,Isa Mohammed Galaudu,PDP,1746.0,
Kebbi,Zuru,Abubakar Atiku Bagudu,APC,25507.0,
Kebbi,Zuru,Isa Mohammed Galaudu,PDP,4578.0,
Kebbi,Jega,Abubakar Atiku Bagudu,APC,53807.0,
Kebbi,Jega,Isa Mohammed Galaudu,PDP,1774.0,
Kebbi,Maiyama,Abubakar Atiku Bagudu,APC,40217.0,
Kebbi,Maiyama,Isa Mohammed Galaudu,PDP,1477.0,
Kebbi,Bagudo,Abubakar Atiku Bagudu,APC,41556.0,
Kebbi,Bagudo,Isa Mohammed Galaudu,PDP,2581.0,
Kebbi,Ngaski,Abubakar Atiku Bagudu,APC,20917.0,
Kebbi,Ngaski,Isa Mohammed Galaudu,PDP,5516.0,
Kebbi,Fakai,Abubakar Atiku Bagudu,APC,14722.0,
Kebbi,Fakai,Isa Mohammed Galaudu,PDP,3729.0,
Kebbi,Wasagu/Danko,Abubakar Atiku Bagudu,APC,29625.0,
Kebbi,Wasagu/Danko,Isa Mohammed Galaudu,PDP,4609.0,
Kebbi,Koko/Besse,Abubakar Atiku Bagudu,APC,31392.0,
Kebbi,Koko/Besse,Isa Mohammed Galaudu,PDP,1216.0,
Kogi,Olamaboro,Yahaya Bello,APC,16876.0,
Kogi,Olamaboro,Musa Wada,PDP,8155.0,
Kogi,Idah,Yahaya Bello,APC,4602.0,
Kogi,Idah,Musa Wada,PDP,13962.0,
Kogi,Yagba West,Yahaya Bello,APC,7868.0,
Kogi,Yagba West,Musa Wada,PDP,8860.0,
Kogi,Ajaokuta,Yahaya Bello,APC,17952.0,
Kogi,Ajaokuta,Musa Wada,PDP,5565.0,
Kogi,Mopa-Muro,Yahaya Bello,APC,4953.0,
Kogi,Mopa-Muro,Musa Wada,PDP,3581.0,
Kogi,Okehi,Yahaya Bello,APC,36954.0,
Kogi,Okehi,Musa Wada,PDP,478.0,
Kogi,Yagba East,Yahaya Bello,APC,6735.0,
Kogi,Yagba East,Musa Wada,PDP,7546.0,
Kogi,Koton Karfe,Yahaya Bello,APC,14097.0,
Kogi,Koton Karfe,Musa Wada,PDP,9404.0,
Kogi,Kabba/Bunu,Yahaya Bello,APC,15364.0,
Kogi,Kabba/Bunu,Musa Wada,PDP,8084.0,
Kogi,Okene,Yahaya Bello,APC,112762.0,
Kogi,Okene,Musa Wada,PDP,139.0,
Kogi,Igalamela-Odolu,Yahaya Bello,APC,8075.0,
Kogi,Igalamela-Odolu,Musa Wada,PDP,11195.0,
Kogi,Adavi,Yahaya Bello,APC,64657.0,
Kogi,Adavi,Musa Wada,PDP,366.0,
Kogi,Omala,Yahaya Bello,APC,8473.0,
Kogi,Omala,Musa Wada,PDP,14403.0,
Kogi,Ijumu,Yahaya Bello,APC,11425.0,
Kogi,Ijumu,Musa Wada,PDP,7585.0,
Kogi,Ogori-Magongo,Yahaya Bello,APC,3679.0,
Kogi,Ogori-Magongo,Musa Wada,PDP,2145.0,
Kogi,Bassa,Yahaya Bello,APC,8386.0,
Kogi,Bassa,Musa Wada,PDP,9724.0,
Kogi,Ankpa,Yahaya Bello,APC,11269.0,
Kogi,Ankpa,Musa Wada,PDP,28108.0,
Kogi,Ofu,Yahaya Bello,APC,11006.0,
Kogi,Ofu,Musa Wada,PDP,12264.0,
Kogi,Dekina,Yahaya Bello,APC,8948.0,
Kogi,Dekina,Musa Wada,PDP,16575.0,
Kogi,Lokoja,Yahaya Bello,APC,19457.0,
Kogi,Lokoja,Musa Wada,PDP,11045.0,
Nasarawa,Wamba,Abdullahi Sule,APC,15706.0,
Nasarawa,Wamba,David Ombugadu,PDP,9332.0,
Nasarawa,Awe,Abdullahi Sule,APC,29443.0,
Nasarawa,Awe,David Ombugadu,PDP,9228.0,
Nasarawa,Keana,Abdullahi Sule,APC,11759.0,
Nasarawa,Keana,David Ombugadu,PDP,6579.0,
Nasarawa,Toto,Abdullahi Sule,APC,32213.0,
Nasarawa,Toto,David Ombugadu,PDP,8590.0,
Nasarawa,Kokona,Abdullahi Sule,APC,23027.0,
Nasarawa,Kokona,David Ombugadu,PDP,18971.0,
Nasarawa,Doma,Abdullahi Sule,APC,10029.0,
Nasarawa,Doma,David Ombugadu,PDP,10318.0,
Nasarawa,Keffi,Abdullahi Sule,APC,25589.0,
Nasarawa,Keffi,David Ombugadu,PDP,12419.0,
Nasarawa,Obi,Abdullahi Sule,APC,20640.0,
Nasarawa,Obi,David Ombugadu,PDP,17951.0,
Nasarawa,Nasarawa,Abdullahi Sule,APC,31586.0,
Nasarawa,Nasarawa,David Ombugadu,PDP,17406.0,
Nasarawa,Karu,Abdullahi Sule,APC,23207.0,
Nasarawa,Karu,David Ombugadu,PDP,21967.0,
Nasarawa,Akwanga,Abdullahi Sule,APC,21968.0,
Nasarawa,Akwanga,David Ombugadu,PDP,18402.0,
Nasarawa,Eggon,Abdullahi Sule,APC,11611.0,
Nasarawa,Eggon,David Ombugadu,PDP,14290.0,
Nasarawa,Lafia,Abdullahi Sule,APC,70451.0,
Nasarawa,Lafia,David Ombugadu,PDP,18827.0,
Niger,Gurara,Abubakar Sani Bello,APC,14649.0,
Niger,Gurara,Umar Nasko,PDP,7798.0,
Niger,Munya,Abubakar Sani Bello,APC,14879.0,
Niger,Munya,Umar Nasko,PDP,8458.0,
Niger,Tafa,Abubakar Sani Bello,APC,13111.0,
Niger,Tafa,Umar Nasko,PDP,8608.0,
Niger,Suleja,Abubakar Sani Bello,APC,19105.0,
Niger,Suleja,Umar Nasko,PDP,14975.0,
Niger,Katcha,Abubakar Sani Bello,APC,20171.0,
Niger,Katcha,Umar Nasko,PDP,9800.0,
Niger,Bosso,Abubakar Sani Bello,APC,19610.0,
Niger,Bosso,Umar Nasko,PDP,11470.0,
Niger,Paikoro,Abubakar Sani Bello,APC,21571.0,
Niger,Paikoro,Umar Nasko,PDP,13600.0,
Niger,Wushishi,Abubakar Sani Bello,APC,13199.0,
Niger,Wushishi,Umar Nasko,PDP,8309.0,
Niger,Lavun,Abubakar Sani Bello,APC,27345.0,
Niger,Lavun,Umar Nasko,PDP,15335.0,
Niger,Rijau,Abubakar Sani Bello,APC,22111.0,
Niger,Rijau,Umar Nasko,PDP,9566.0,
Niger,Edati,Abubakar Sani Bello,APC,19200.0,
Niger,Edati,Umar Nasko,PDP,10200.0,
Niger,Rafi,Abubakar Sani Bello,APC,28289.0,
Niger,Rafi,Umar Nasko,PDP,13372.0,
Niger,Chanchaga,Abubakar Sani Bello,APC,27764.0,
Niger,Chanchaga,Umar Nasko,PDP,21179.0,
Niger,Gbako,Abubakar Sani Bello,APC,24836.0,
Niger,Gbako,Umar Nasko,PDP,10623.0,
Niger,Agaie,Abubakar Sani Bello,APC,19295.0,
Niger,Agaie,Umar Nasko,PDP,16903.0,
Niger,Mashegu,Abubakar Sani Bello,APC,18102.0,
Niger,Mashegu,Umar Nasko,PDP,10988.0,
Niger,Mariga,Abubakar Sani Bello,APC,17890.0,
Niger,Mariga,Umar Nasko,PDP,13433.0,
Niger,Borgu,Abubakar Sani Bello,APC,25211.0,
Niger,Borgu,Umar Nasko,PDP,7206.0,
Niger,Magama,Abubakar Sani Bello,APC,20540.0,
Niger,Magama,Umar Nasko,PDP,17633.0,
Niger,Bida,Abubakar Sani Bello,APC,21493.0,
Niger,Bida,Umar Nasko,PDP,11212.0,
Niger,Agwara,Abubakar Sani Bello,APC,11236.0,
Niger,Agwara,Umar Nasko,PDP,5365.0,
Niger,Lapai,Abubakar Sani Bello,APC,24724.0,
Niger,Lapai,Umar Nasko,PDP,10599.0,
Niger,Shiroro,Abubakar Sani Bello,APC,28285.0,
Niger,Shiroro,Umar Nasko,PDP,16438.0,
Niger,Mokwa,Abubakar Sani Bello,APC,26679.0,
Niger,Mokwa,Umar Nasko,PDP,13155.0,
Niger,Kontagora,Abubakar Sani Bello,APC,27117.0,
Niger,Kontagora,Umar Nasko,PDP,11888.0,
Oyo,Ibadan North-West,Seyi Makinde,PDP,20715.0,
Oyo,Ibadan North-West,Adebayo Adelabu,APC,9690.0,
Oyo,Ibarapa East,Seyi Makinde,PDP,13002.0,
Oyo,Ibarapa East,Adebayo Adelabu,APC,8646.0,
Oyo,Atiba,Seyi Makinde,PDP,14636.0,
Oyo,Atiba,Adebayo Adelabu,APC,9690.0,
Oyo,Kajola,Seyi Makinde,PDP,13600.0,
Oyo,Kajola,Adebayo Adelabu,APC,12982.0,
Oyo,Ido,Seyi Makinde,PDP,16726.0,
Oyo,Ido,Adebayo Adelabu,APC,8585.0,
Oyo,Lagelu,Seyi Makinde,PDP,16217.0,
Oyo,Lagelu,Adebayo Adelabu,APC,11923.0,
Oyo,Iwajowa,Seyi Makinde,PDP,9358.0,
Oyo,Iwajowa,Adebayo Adelabu,APC,8459.0,
Oyo,Ogbomosho South,Seyi Makinde,PDP,11236.0,
Oyo,Ogbomosho South,Adebayo Adelabu,APC,10984.0,
Oyo,Afijio,Seyi Makinde,PDP,10515.0,
Oyo,Afijio,Adebayo Adelabu,APC,7591.0,
Oyo,Saki West,Seyi Makinde,PDP,21184.0,
Oyo,Saki West,Adebayo Adelabu,APC,15147.0,
Oyo,Ibadan South-East,Seyi Makinde,PDP,24556.0,
Oyo,Ibadan South-East,Adebayo Adelabu,APC,13277.0,
Oyo,Ori Ire,Seyi Makinde,PDP,9856.0,
Oyo,Ori Ire,Adebayo Adelabu,APC,15810.0,
Oyo,Ibarapa North,Seyi Makinde,PDP,11580.0,
Oyo,Ibarapa North,Adebayo Adelabu,APC,8644.0,
Oyo,Ibarapa Central,Seyi Makinde,PDP,10964.0,
Oyo,Ibarapa Central,Adebayo Adelabu,APC,7888.0,
Oyo,Orelope,Seyi Makinde,PDP,10460.0,
Oyo,Orelope,Adebayo Adelabu,APC,7546.0,
Oyo,Atisbo,Seyi Makinde,PDP,10026.0,
Oyo,Atisbo,Adebayo Adelabu,APC,9678.0,
Oyo,Surulere,Seyi Makinde,PDP,7505.0,
Oyo,Surulere,Adebayo Adelabu,APC,14168.0,
Oyo,Ogo Oluwa,Seyi Makinde,PDP,6152.0,
Oyo,Ogo Oluwa,Adebayo Adelabu,APC,9547.0,
Oyo,Ogbomosho North,Seyi Makinde,PDP,13035.0,
Oyo,Ogbomosho North,Adebayo Adelabu,APC,14442.0,
Oyo,Ibadan North,Seyi Makinde,PDP,40785.0,
Oyo,Ibadan North,Adebayo Adelabu,APC,18866.0,
Oyo,Egbeda,Seyi Makinde,PDP,24203.0,
Oyo,Egbeda,Adebayo Adelabu,APC,13581.0,
Oyo,Itesiwaju,Seyi Makinde,PDP,8612.0,
Oyo,Itesiwaju,Adebayo Adelabu,APC,6825.0,
Oyo,Irepo,Seyi Makinde,PDP,7633.0,
Oyo,Irepo,Adebayo Adelabu,APC,7862.0,
Oyo,Saki East,Seyi Makinde,PDP,8527.0,
Oyo,Saki East,Adebayo Adelabu,APC,6345.0,
Oyo,Oyo West,Seyi Makinde,PDP,12132.0,
Oyo,Oyo West,Adebayo Adelabu,APC,9756.0,
Oyo,Oyo East,Seyi Makinde,PDP,12580.0,
Oyo,Oyo East,Adebayo Adelabu,APC,8721.0,
Oyo,Oluyole,Seyi Makinde,PDP,18070.0,
Oyo,Oluyole,Adebayo Adelabu,APC,9477.0,
Oyo,Olorunsogo,Seyi Makinde,PDP,7554.0,
Oyo,Olorunsogo,Adebayo Adelabu,APC,5277.0,
Oyo,Ona Ara,Seyi Makinde,PDP,14430.0,
Oyo,Ona Ara,Adebayo Adelabu,APC,7848.0,
Oyo,Akinyele,Seyi Makinde,PDP,23423.0,
Oyo,Akinyele,Adebayo Adelabu,APC,12023.0,
Oyo,Iseyin,Seyi Makinde,PDP,21080.0,
Oyo,Iseyin,Adebayo Adelabu,APC,15435.0,
Oyo,Ibadan North-East,Seyi Makinde,PDP,30824.0,
Oyo,Ibadan North-East,Adebayo Adelabu,APC,12553.0,
Oyo,Ibadan South-West,Seyi Makinde,PDP,34445.0,
Oyo,Ibadan South-West,Adebayo Adelabu,APC,18183.0,
Plateau,Jos East,Simon Lalong,APC,18602.0,
Plateau,Jos East,Jeremiah Useni,PDP,7994.0,
Plateau,Kanke,Simon Lalong,APC,23360.0,
Plateau,Kanke,Jeremiah Useni,PDP,22831.0,
Plateau,Langtang North,Simon Lalong,APC,18979.0,
Plateau,Langtang North,Jeremiah Useni,PDP,40519.0,
Plateau,Barkin Ladi,Simon Lalong,APC,17080.0,
Plateau,Barkin Ladi,Jeremiah Useni,PDP,44529.0,
Plateau,Bokkos,Simon Lalong,APC,27561.0,
Plateau,Bokkos,Jeremiah Useni,PDP,26700.0,
Plateau,Bassa,Simon Lalong,APC,30441.0,
Plateau,Bassa,Jeremiah Useni,PDP,33192.0,
Plateau,Langtang South,Simon Lalong,APC,14470.0,
Plateau,Langtang South,Jeremiah Useni,PDP,18868.0,
Plateau,Pankshin,Simon Lalong,APC,36215.0,
Plateau,Pankshin,Jeremiah Useni,PDP,24939.0,
Plateau,Mikang,Simon Lalong,APC,15150.0,
Plateau,Mikang,Jeremiah Useni,PDP,11703.0,
Plateau,Kanam,Simon Lalong,APC,55338.0,
Plateau,Kanam,Jeremiah Useni,PDP,22432.0,
Plateau,Jos South,Simon Lalong,APC,33475.0,
Plateau,Jos South,Jeremiah Useni,PDP,91846.0,
Plateau,Jos North,Simon Lalong,APC,109161.0,
Plateau,Jos North,Jeremiah Useni,PDP,14290.0,
Plateau,Wase,Simon Lalong,APC,37593.0,
Plateau,Wase,Jeremiah Useni,PDP,27485.0,
Plateau,Mangu,Simon Lalong,APC,51895.0,
Plateau,Mangu,Jeremiah Useni,PDP,43555.0,
Plateau,Riyom,Simon Lalong,APC,12720.0,
Plateau,Riyom,Jeremiah Useni,PDP,24017.0,
Plateau,Qua'an Pan,Simon Lalong,APC,31962.0,
Plateau,Qua'an Pan,Jeremiah Useni,PDP,20939.0,
Plateau,Shendam,Simon Lalong,APC,61798.0,
Plateau,Shendam,Jeremiah Useni,PDP,17115.0,
Sokoto,Binji,Aminu Tambuwal,PDP,13406.0,
Sokoto,Binji,Ahmad Aliyu,APC,11216.0,
Sokoto,Bodinga,Aminu Tambuwal,PDP,21725.0,
Sokoto,Bodinga,Ahmad Aliyu,APC,21078.0,
Sokoto,Dange Shuni,Aminu Tambuwal,PDP,23409.0,
Sokoto,Dange Shuni,Ahmad Aliyu,APC,23990.0,
Sokoto,Gada,Aminu Tambuwal,PDP,24598.0,
Sokoto,Gada,Ahmad Aliyu,APC,30981.0,
Sokoto,Goronyo,Aminu Tambuwal,PDP,19915.0,
Sokoto,Goronyo,Ahmad Aliyu,APC,20867.0,
Sokoto,Gudu,Aminu Tambuwal,PDP,15077.0,
Sokoto,Gudu,Ahmad Aliyu,APC,12233.0,
Sokoto,Gwadabawa,Aminu Tambuwal,PDP,21866.0,
Sokoto,Gwadabawa,Ahmad Aliyu,APC,24928.0,
Sokoto,Illela,Aminu Tambuwal,PDP,20977.0,
Sokoto,Illela,Ahmad Aliyu,APC,26540.0,
Sokoto,Isa,Aminu Tambuwal,PDP,24009.0,
Sokoto,Isa,Ahmad Aliyu,APC,16830.0,
Sokoto,Kebbe,Aminu Tambuwal,PDP,9751.0,
Sokoto,Kebbe,Ahmad Aliyu,APC,11820.0,
Sokoto,Kware,Aminu Tambuwal,PDP,20197.0,
Sokoto,Kware,Ahmad Aliyu,APC,19212.0,
Sokoto,Rabah,Aminu Tambuwal,PDP,14551.0,
Sokoto,Rabah,Ahmad Aliyu,APC,17946.0,
Sokoto,Sabon Birni,Aminu Tambuwal,PDP,34282.0,
Sokoto,Sabon Birni,Ahmad Aliyu,APC,32257.0,
Sokoto,Shagari,Aminu Tambuwal,PDP,18222.0,
Sokoto,Shagari,Ahmad Aliyu,APC,19656.0,
Sokoto,Silame,Aminu Tambuwal,PDP,16757.0,
Sokoto,Silame,Ahmad Aliyu,APC,12845.0,
Sokoto,Sokoto North,Aminu Tambuwal,PDP,36813.0,
Sokoto,Sokoto North,Ahmad Aliyu,APC,33442.0,
Sokoto,Sokoto South,Aminu Tambuwal,PDP,40337.0,
Sokoto,Sokoto South,Ahmad Aliyu,APC,36092.0,
Sokoto,Tambuwal,Aminu Tambuwal,PDP,44474.0,
Sokoto,Tambuwal,Ahmad Aliyu,APC,30473.0,
Sokoto,Tangaza,Aminu Tambuwal,PDP,17661.0,
Sokoto,Tangaza,Ahmad Aliyu,APC,16374.0,
Sokoto,Tureta,Aminu Tambuwal,PDP,13255.0,
Sokoto,Tureta,Ahmad Aliyu,APC,11510.0,
Sokoto,Wamako,Aminu Tambuwal,PDP,26392.0,
Sokoto,Wamako,Ahmad Aliyu,APC,35251.0,
Sokoto,Wurno,Aminu Tambuwal,PDP,14201.0,
Sokoto,Wurno,Ahmad Aliyu,APC,20391.0,
Sokoto,Yabo,Aminu Tambuwal,PDP,13405.0,
Sokoto,Yabo,Ahmad Aliyu,APC,16122.0,
Yobe,Damaturu,Mai Mala Buni,APC,26087.0,
Yobe,Damaturu,Umar Iliya Damagum,PDP,3760.0,
Yobe,Geidam,Mai Mala Buni,APC,18724.0,
Yobe,Geidam,Umar Iliya Damagum,PDP,2760.0,
Yobe,Nguru,Mai Mala Buni,APC,28366.0,
Yobe,Nguru,Umar Iliya Damagum,PDP,19468.0,
Yobe,Bade,Mai Mala Buni,APC,32213.0,
Yobe,Bade,Umar Iliya Damagum,PDP,8854.0,
Yobe,Yunusari,Mai Mala Buni,APC,28858.0,
Yobe,Yunusari,Umar Iliya Damagum,PDP,893.0,
Yobe,Karasuwa,Mai Mala Buni,APC,24262.0,
Yobe,Karasuwa,Umar Iliya Damagum,PDP,2762.0,
Yobe,Yusufari,Mai Mala Buni,APC,22221.0,
Yobe,Yusufari,Umar Iliya Damagum,PDP,2964.0,
Yobe,Potiskum,Mai Mala Buni,APC,54773.0,
Yobe,Potiskum,Umar Iliya Damagum,PDP,5114.0,
Yobe,Fune,Mai Mala Buni,APC,36040.0,
Yobe,Fune,Umar Iliya Damagum,PDP,14327.0,
Yobe,Jakusko,Mai Mala Buni,APC,30828.0,
Yobe,Jakusko,Umar Iliya Damagum,PDP,5887.0,
Yobe,Bursari,Mai Mala Buni,APC,20657.0,
Yobe,Bursari,Umar Iliya Damagum,PDP,2813.0,
Yobe,Gulani,Mai Mala Buni,APC,21765.0,
Yobe,Gulani,Umar Iliya Damagum,PDP,4576.0,
Yobe,Fika,Mai Mala Buni,APC,36519.0,
Yobe,Fika,Umar Iliya Damagum,PDP,9552.0,
Yobe,Machina,Mai Mala Buni,APC,16950.0,
Yobe,Machina,Umar Iliya Damagum,PDP,2164.0,
Yobe,Nangere,Mai Mala Buni,APC,25698.0,
Yobe,Nangere,Umar Iliya Damagum,PDP,4765.0,
Yobe,Tarmuwa,Mai Mala Buni,APC,11338.0,
Yobe,Tarmuwa,Umar Iliya Damagum,PDP,3925.0,
Yobe,Gujba,Mai Mala Buni,APC,17714.0,
Yobe,Gujba,Umar Iliya Damagum,PDP,1119.0,
