state,lga,candidate,party,votes,percent
Akwa Ibom,"Mbo, Akwa Ibom",Nsima Ekere,APC,5419.0,
Akwa Ibom,Eket,Udom Gabriel Emmanuel,PDP,26372.0,
Akwa Ibom,Eket,Nsima Ekere,APC,5087.0,
Akwa Ibom,Oruk Anam,Udom Gabriel Emmanuel,PDP,35093.0,
Akwa Ibom,Oruk Anam,Nsima Ekere,APC,8640.0,
Akwa Ibom,"Itu, Akwa Ibom",Udom Gabriel Emmanuel,PDP,14633.0,
Akwa Ibom,"Itu, Akwa Ibom",Nsima Ekere,APC,5911.0,
Akwa Ibom,Ukanafun,Udom Gabriel Emmanuel,PDP,35447.0,
Akwa Ibom,Ukanafun,Nsima Ekere,APC,7220.0,
Akwa Ibom,Etinan,Udom Gabriel Emmanuel,PDP,22954.0,
Akwa Ibom,Etinan,Nsima Ekere,APC,8089.0,
Akwa Ibom,Ibesikpo Asutan,Udom Gabriel Emmanuel,PDP,15679.0,
Akwa Ibom,Ibesikpo Asutan,Nsima Ekere,APC,11216.0,
Akwa Ibom,Udung-Uko,Udom Gabriel Emmanuel,PDP,4036.0,
Akwa Ibom,Udung-Uko,Nsima Ekere,APC,2108.0,
Akwa Ibom,Mkpat-Enin,Udom Gabriel Emmanuel,PDP,18056.0,
Akwa Ibom,Mkpat-Enin,Nsima Ekere,APC,4769.0,
Akwa Ibom,"Ika, Akwa Ibom",Udom Gabriel Emmanuel,PDP,12752.0,
Akwa Ibom,"Ika, Akwa Ibom",Nsima Ekere,APC,3212.0,
Akwa Ibom,"Oron, Akwa Ibom",Udom Gabriel Emmanuel,PDP,8433.0,
Akwa Ibom,"Oron, Akwa Ibom",Nsima Ekere,APC,3859.0,
Akwa Ibom,Ibiono-Ibom,Udom Gabriel Emmanuel,PDP,36988.0,
Akwa Ibom,Ibiono-Ibom,Nsima Ekere,APC,7280.0,
Akwa Ibom,Ikot Ekpene,Udom Gabriel Emmanuel,PDP,14832.0,
Akwa Ibom,Ikot Ekpene,Nsima Ekere,APC,11240.0,
Akwa Ibom,Etim Ekpo,Udom Gabriel Emmanuel,PDP,10149.0,
Akwa Ibom,Etim Ekpo,Nsima Ekere,APC,2776.0,
Akwa Ibom,Eastern Obolo,Udom Gabriel Emmanuel,PDP,10780.0,
Akwa Ibom,Eastern Obolo,Nsima Ekere,APC,1914.0,
Akwa Ibom,Ikono,Udom Gabriel Emmanuel,PDP,18910.0,
Akwa Ibom,Ikono,Nsima Ekere,APC,4498.0,
Akwa Ibom,Essien Udim,Udom Gabriel Emmanuel,PDP,2161.0,
Akwa Ibom,Essien Udim,Nsima Ekere,APC,6938.0,
Bayelsa,Yenagoa,David Lyon,APC,24607.0,
Bayelsa,Yenagoa,Douye Diri,PDP,19184.0,
Bayelsa,Brass,David Lyon,APC,23831.0,
Bayelsa,Brass,Douye Diri,PDP,10410.0,
Bayelsa,Nembe,David Lyon,APC,83041.0,
Bayelsa,Nembe,Douye Diri,PDP,874.0,
Bayelsa,Sagbama,David Lyon,APC,7831.0,
Bayelsa,Sagbama,Douye Diri,PDP,60339.0,
Bayelsa,Ogbia,David Lyon,APC,58016.0,
Bayelsa,Ogbia,Douye Diri,PDP,13763.0,
Bayelsa,Kolokuma/Opokuma,David Lyon,APC,8934.0,
Bayelsa,Kolokuma/Opokuma,Douye Diri,PDP,15360.0,
Bayelsa,Southern Ijaw,David Lyon,APC,124803.0,
Bayelsa,Southern Ijaw,Douye Diri,PDP,4898.0,
Bayelsa,Ekeremor,David Lyon,APC,21489.0,
Bayelsa,Ekeremor,Douye Diri,PDP,18344.0,
Benue,Oju,Samuel Ortom,PDP,13330.0,
Benue,Oju,Emmanuel Jime,APC,19134.0,
Benue,Obi,Samuel Ortom,PDP,9576.0,
Benue,Obi,Emmanuel Jime,APC,10247.0,
Benue,Gwer West,Samuel Ortom,PDP,14856.0,
Benue,Gwer West,Emmanuel Jime,APC,7429.0,
Benue,Ogbadibo,Samuel Ortom,PDP,8985.0,
Benue,Ogbadibo,Emmanuel Jime,APC,9259.0,
Benue,Gwer East,Samuel Ortom,PDP,19596.0,
Benue,Gwer East,Emmanuel Jime,APC,15291.0,
Benue,Ushongo,Samuel Ortom,PDP,22703.0,
Benue,Ushongo,Emmanuel Jime,APC,14683.0,
Benue,Ohimini,Samuel Ortom,PDP,7577.0,
Benue,Ohimini,Emmanuel Jime,APC,8675.0,
Benue,Agatu,Samuel Ortom,PDP,10079.0,
Benue,Agatu,Emmanuel Jime,APC,7538.0,
Benue,Apa,Samuel Ortom,PDP,8725.0,
Benue,Apa,Emmanuel Jime,APC,8636.0,
Benue,Otukpo,Samuel Ortom,PDP,13153.0,
Benue,Otukpo,Emmanuel Jime,APC,21785.0,
Benue,Tarka,Samuel Ortom,PDP,3177.0,
Benue,Tarka,Emmanuel Jime,APC,16600.0,
Benue,Ukum,Samuel Ortom,PDP,23156.0,
Benue,Ukum,Emmanuel Jime,APC,11790.0,
Benue,Katsina-Ala,Samuel Ortom,PDP,17980.0,
Benue,Katsina-Ala,Emmanuel Jime,APC,21614.0,
Benue,Ado,Samuel Ortom,PDP,10258.0,
Benue,Ado,Emmanuel Jime,APC,10135.0,
Benue,Guma,Samuel Ortom,PDP,29693.0,
Benue,Guma,Emmanuel Jime,APC,12005.0,
Benue,Gboko,Samuel Ortom,PDP,38241.0,
Benue,Gboko,Emmanuel Jime,APC,29802.0,
Benue,Makurdi,Samuel Ortom,PDP,29414.0,
Benue,Makurdi,Emmanuel Jime,APC,36517.0,
Benue,Logo,Samuel Ortom,PDP,30803.0,
Benue,Logo,Emmanuel Jime,APC,4586.0,
Benue,Buruku,Samuel Ortom,PDP,29656.0,
Benue,Buruku,Emmanuel Jime,APC,13404.0,
Benue,Okpokwu,Samuel Ortom,PDP,11957.0,
Benue,Okpokwu,Emmanuel Jime,APC,9641.0,
Benue,Kwande,Samuel Ortom,PDP,29241.0,
Benue,Kwande,Emmanuel Jime,APC,22786.0,
Benue,Vandeikya,Samuel Ortom,PDP,27725.0,
Benue,Vandeikya,Emmanuel Jime,APC,19079.0,
Benue,Konshisha,Samuel Ortom,PDP,21980.0,
Benue,Konshisha,Emmanuel Jime,APC,13802.0,
Borno,Abadam,Babagana Umara Zulum,APC,9968.0,
Borno,Abadam,Mohammad Imam,PDP,50.0,
Borno,Askira/Uba,Babagana Umara Zulum,APC,58719.0,
Borno,Askira/Uba,Mohammad Imam,PDP,9800.0,
Borno,Bayo,Babagana Umara Zulum,APC,33752.0,
Borno,Bayo,Mohammad Imam,PDP,1903.0,
Borno,Biu,Babagana Umara Zulum,APC,46794.0,
Borno,Biu,Mohammad Imam,PDP,5597.0,
Borno,Damboa,Babagana Umara Zulum,APC,36617.0,
Borno,Damboa,Mohammad Imam,PDP,721.0,
Borno,Gwoza,Babagana Umara Zulum,APC,120213.0,
Borno,Gwoza,Mohammad Imam,PDP,3118.0,
Borno,Gubio,Babagana Umara Zulum,APC,33203.0,
Borno,Gubio,Mohammad Imam,PDP,419.0,
Borno,Guzamala,Babagana Umara Zulum,APC,28030.0,
Borno,Guzamala,Mohammad Imam,PDP,277.0,
Borno,Dikwa,Babagana Umara Zulum,APC,22138.0,
Borno,Dikwa,Mohammad Imam,PDP,1542.0,
Borno,Kaga,Babagana Umara Zulum,APC,16647.0,
Borno,Kaga,Mohammad Imam,PDP,1166.0,
Borno,Kala/Balge,Babagana Umara Zulum,APC,35780.0,
Borno,Kala/Balge,Mohammad Imam,PDP,497.0,
Borno,Kukawa,Babagana Umara Zulum,APC,29040.0,
Borno,Kukawa,Mohammad Imam,PDP,344.0,
Borno,Kwaya Kusar,Babagana Umara Zulum,APC,19790.0,
Borno,Kwaya Kusar,Mohammad Imam,PDP,6860.0,
Borno,Mafa,Babagana Umara Zulum,APC,53011.0,
Borno,Mafa,Mohammad Imam,PDP,163.0,
Borno,Magumeri,Babagana Umara Zulum,APC,22261.0,
Borno,Magumeri,Mohammad Imam,PDP,123.0,
Borno,Marte,Babagana Umara Zulum,APC,19329.0,
Borno,Marte,Mohammad Imam,PDP,173.0,
Borno,Mobbar,Babagana Umara Zulum,APC,35828.0,
Borno,Mobbar,Mohammad Imam,PDP,622.0,
Borno,Monguno,Babagana Umara Zulum,APC,41999.0,
Borno,Monguno,Mohammad Imam,PDP,493.0,
Borno,Ngala,Babagana Umara Zulum,APC,42301.0,
Borno,Ngala,Mohammad Imam,PDP,1910.0,
Borno,Nganzai,Babagana Umara Zulum,APC,20196.0,
Borno,Nganzai,Mohammad Imam,PDP,907.0,
Borno,Chibok,Babagana Umara Zulum,APC,19370.0,
Borno,Chibok,Mohammad Imam,PDP,1804.0,
Borno,Konduga,Babagana Umara Zulum,APC,31484.0,
Borno,Konduga,Mohammad Imam,PDP,2407.0,
Borno,Jere,Babagana Umara Zulum,APC,122384.0,
Borno,Jere,Mohammad Imam,PDP,3440.0,
Borno,Bama,Babagana Umara Zulum,APC,54783.0,
Borno,Bama,Mohammad Imam,PDP,1036.0,
Borno,Hawul,Babagana Umara Zulum,APC,29845.0,
Borno,Hawul,Mohammad Imam,PDP,7039.0,
Borno,Maiduguri,Babagana Umara Zulum,APC,168952.0,
Borno,Maiduguri,Mohammad Imam,PDP,5493.0,
Borno,Shani,Babagana Umara Zulum,APC,23006.0,
Borno,Shani,Mohammad Imam,PDP,8205.0,
Ebonyi,Onicha,Dave Umahi,PDP,52851.0,
Ebonyi,Onicha,Sonni Ogbuoji,APC,2497.0,
Ebonyi,Ohaozara,Dave Umahi,PDP,48256.0,
Ebonyi,Ohaozara,Sonni Ogbuoji,APC,1004.0,
Ebonyi,Ikwo,Dave Umahi,PDP,37947.0,
Ebonyi,Ikwo,Sonni Ogbuoji,APC,11475.0,
Ebonyi,Izzi,Dave Umahi,PDP,34199.0,
Ebonyi,Izzi,Sonni Ogbuoji,APC,13430.0,
Ebonyi,Ohaukwu,Dave Umahi,PDP,30606.0,
Ebonyi,Ohaukwu,Sonni Ogbuoji,APC,9943.0,
Ebonyi,Afikpo South,Dave Umahi,PDP,27720.0,
Ebonyi,Afikpo South,Sonni Ogbuoji,APC,9275.0,
Ebonyi,Ezza South,Dave Umahi,PDP,27583.0,
Ebonyi,Ezza South,Sonni Ogbuoji,APC,3245.0,
Ebonyi,Ishielu,Dave Umahi,PDP,26700.0,
Ebonyi,Ishielu,Sonni Ogbuoji,APC,3105.0,
Ebonyi,Abakaliki,Dave Umahi,PDP,26809.0,
Ebonyi,Abakaliki,Sonni Ogbuoji,APC,9815.0,
Ebonyi,Ebonyi,Dave Umahi,PDP,25830.0,
Ebonyi,Ebonyi,Sonni Ogbuoji,APC,5951.0,
Ebonyi,Afikpo North,Dave Umahi,PDP,21245.0,
Ebonyi,Afikpo North,Sonni Ogbuoji,APC,7446.0,
Ebonyi,Ivo,Dave Umahi,PDP,19166.0,
Ebonyi,Ivo,Sonni Ogbuoji,APC,2055.0,
Ebonyi,Ezza North,Dave Umahi,PDP,14181.0,
Ebonyi,Ezza North,Sonni Ogbuoji,APC,2482.0,
Gombe,Gombe,Muhammad Inuwa Yahaya,APC,68384.0,
Gombe,Gombe,Usman Bayero Nafada,PDP,21673.0,
Gombe,Shongom,Muhammad Inuwa Yahaya,APC,13463.0,
Gombe,Shongom,Usman Bayero Nafada,PDP,12993.0,
Gombe,Yamaltu/Deba,Muhammad Inuwa Yahaya,APC,51521.0,
Gombe,Yamaltu/Deba,Usman Bayero Nafada,PDP,25852.0,
Gombe,Akko,Muhammad Inuwa Yahaya,APC,58479.0,
Gombe,Akko,Usman Bayero Nafada,PDP,30832.0,
Gombe,Balanga,Muhammad Inuwa Yahaya,APC,30926.0,
Gombe,Balanga,Usman Bayero Nafada,PDP,18192.0,
Gombe,Dukku,Muhammad Inuwa Yahaya,APC,27302.0,
Gombe,Dukku,Usman Bayero Nafada,PDP,16807.0,
Gombe,Kwami,Muhammad Inuwa Yahaya,APC,30539.0,
Gombe,Kwami,Usman Bayero Nafada,PDP,18240.0,
Gombe,Billiri,Muhammad Inuwa Yahaya,APC,18612.0,
Gombe,Billiri,Usman Bayero Nafada,PDP,18063.0,
Gombe,Funakaye,Muhammad Inuwa Yahaya,APC,29191.0,
Gombe,Funakaye,Usman Bayero Nafada,PDP,22259.0,
Gombe,Kaltungo,Muhammad Inuwa Yahaya,APC,26744.0,
Gombe,Kaltungo,Usman Bayero Nafada,PDP,22259.0,
Gombe,Nafada,Muhammad Inuwa Yahaya,APC,9018.0,
Gombe,Nafada,Usman Bayero Nafada,PDP,17937.0,
Jigawa,Gagarawa,Mohammed Badaru Abubakar,APC,15565.0,
Jigawa,Gagarawa,Aminu Ibrahim Ringim,PDP,8411.0,
Jigawa,Guri,Mohammed Badaru Abubakar,APC,20953.0,
Jigawa,Guri,Aminu Ibrahim Ringim,PDP,7410.0,
Jigawa,Buji,Mohammed Badaru Abubakar,APC,21406.0,
Jigawa,Buji,Aminu Ibrahim Ringim,PDP,9389.0,
Jigawa,Gwiwa,Mohammed Badaru Abubakar,APC,24235.0,
Jigawa,Gwiwa,Aminu Ibrahim Ringim,PDP,7746.0,
Jigawa,Gumel,Mohammed Badaru Abubakar,APC,15800.0,
Jigawa,Gumel,Aminu Ibrahim Ringim,PDP,5298.0,
Jigawa,Auyo,Mohammed Badaru Abubakar,APC,27771.0,
Jigawa,Auyo,Aminu Ibrahim Ringim,PDP,7879.0,
Jigawa,Kazaure,Mohammed Badaru Abubakar,APC,22074.0,
Jigawa,Kazaure,Aminu Ibrahim Ringim,PDP,3216.0,
Jigawa,Taura,Mohammed Badaru Abubakar,APC,32735.0,
Jigawa,Taura,Aminu Ibrahim Ringim,PDP,11417.0,
Jigawa,Hadejia,Mohammed Badaru Abubakar,APC,27240.0,
Jigawa,Hadejia,Aminu Ibrahim Ringim,PDP,4399.0,
Jigawa,Miga,Mohammed Badaru Abubakar,APC,22746.0,
Jigawa,Miga,Aminu Ibrahim Ringim,PDP,9269.0,
Jigawa,Jahun,Mohammed Badaru Abubakar,APC,41937.0,
Jigawa,Jahun,Aminu Ibrahim Ringim,PDP,16119.0,
Jigawa,Garki,Mohammed Badaru Abubakar,APC,33674.0,
Jigawa,Garki,Aminu Ibrahim Ringim,PDP,15147.0,
Jigawa,Guri,Mohammed Badaru Abubakar,APC,20953.0,
Jigawa,Guri,Aminu Ibrahim Ringim,PDP,7410.0,
Jigawa,Malam Madori,Mohammed Badaru Abubakar,APC,27616.0,
Jigawa,Malam Madori,Aminu Ibrahim Ringim,PDP,7397.0,
Jigawa,Kaugama,Mohammed Badaru Abubakar,APC,26025.0,
Jigawa,Kaugama,Aminu Ibrahim Ringim,PDP,7384.0,
Jigawa,Sule Tankarkar,Mohammed Badaru Abubakar,APC,32154.0,
Jigawa,Sule Tankarkar,Aminu Ibrahim Ringim,PDP,12543.0,
Jigawa,Dutse,Mohammed Badaru Abubakar,APC,43165.0,
Jigawa,Dutse,Aminu Ibrahim Ringim,PDP,15108.0,
Jigawa,Babura,Mohammed Badaru Abubakar,APC,43601.0,
Jigawa,Babura,Aminu Ibrahim Ringim,PDP,9131.0,
Jigawa,Kiri Kasama,Mohammed Badaru Abubakar,APC,26338.0,
Jigawa,Kiri Kasama,Aminu Ibrahim Ringim,PDP,9333.0,
Jigawa,Yankwashi,Mohammed Badaru Abubakar,APC,11880.0,
Jigawa,Yankwashi,Aminu Ibrahim Ringim,PDP,5677.0,
Jigawa,Ringim,Mohammed Badaru Abubakar,APC,41481.0,
Jigawa,Ringim,Aminu Ibrahim Ringim,PDP,28035.0,
Jigawa,Roni,Mohammed Badaru Abubakar,APC,19516.0,
Jigawa,Roni,Aminu Ibrahim Ringim,PDP,5013.0,
Jigawa,Gwaram,Mohammed Badaru Abubakar,APC,58210.0,
Jigawa,Gwaram,Aminu Ibrahim Ringim,PDP,12538.0,
Jigawa,Biriniwa,Mohammed Badaru Abubakar,APC,24993.0,
Jigawa,Biriniwa,Aminu Ibrahim Ringim,PDP,12227.0,
Jigawa,Kiyawa,Mohammed Badaru Abubakar,APC,36255.0,
Jigawa,Kiyawa,Aminu Ibrahim Ringim,PDP,12866.0,
Jigawa,Kafin Hausa,Mohammed Badaru Abubakar,APC,38989.0,
Jigawa,Kafin Hausa,Aminu Ibrahim Ringim,PDP,10133.0,
Jigawa,Birnin Kudu,Mohammed Badaru Abubakar,APC,48401.0,
Jigawa,Birnin Kudu,Aminu Ibrahim Ringim,PDP,22777.0,
Jigawa,Maigatari,Mohammed Badaru Abubakar,APC,26126.0,
Jigawa,Maigatari,Aminu Ibrahim Ringim,PDP,12494.0,
Katsina,Dutsi,Aminu Bello Masari,APC,22482.0,
Katsina,Dutsi,Garba Yakubu Lado,PDP,10564.0,
Katsina,Matazu,Aminu Bello Masari,APC,28253.0,
Katsina,Matazu,Garba Yakubu Lado,PDP,10327.0,
Katsina,Sandamu,Aminu Bello Masari,APC,32193.0,
Katsina,Sandamu,Garba Yakubu Lado,PDP,11912.0,
Katsina,Kusada,Aminu Bello Masari,APC,20799.0,
Katsina,Kusada,Garba Yakubu Lado,PDP,8080.0,
Katsina,Zango,Aminu Bello Masari,APC,23193.0,
Katsina,Zango,Garba Yakubu Lado,PDP,11662.0,
Katsina,Rimi,Aminu Bello Masari,APC,36276.0,
Katsina,Rimi,Garba Yakubu Lado,PDP,12496.0,
Katsina,Ingawa,Aminu Bello Masari,APC,28905.0,
Katsina,Ingawa,Garba Yakubu Lado,PDP,12602.0,
Katsina,Baure,Aminu Bello Masari,APC,41076.0,
Katsina,Baure,Garba Yakubu Lado,PDP,18012.0,
Katsina,Mani,Aminu Bello Masari,APC,34254.0,
Katsina,Mani,Garba Yakubu Lado,PDP,16476.0,
Katsina,Katsina,Aminu Bello Masari,APC,64709.0,
Katsina,Katsina,Garba Yakubu Lado,PDP,16734.0,
Katsina,Jibia,Aminu Bello Masari,APC,30538.0,
Katsina,Jibia,Garba Yakubu Lado,PDP,12616.0,
Katsina,Dan Musa,Aminu Bello Masari,APC,28008.0,
Katsina,Dan Musa,Garba Yakubu Lado,PDP,10306.0,
Katsina,Batagarawa,Aminu Bello Masari,APC,39420.0,
Katsina,Batagarawa,Garba Yakubu Lado,PDP,12512.0,
Katsina,Kankia,Aminu Bello Masari,APC,29096.0,
Katsina,Kankia,Garba Yakubu Lado,PDP,14706.0,
Katsina,Mai'Adua,Aminu Bello Masari,APC,34154.0,
Katsina,Mai'Adua,Garba Yakubu Lado,PDP,12904.0,
Katsina,Batsari,Aminu Bello Masari,APC,33742.0,
Katsina,Batsari,Garba Yakubu Lado,PDP,14142.0,
Katsina,Kaita,Aminu Bello Masari,APC,27076.0,
Katsina,Kaita,Garba Yakubu Lado,PDP,11479.0,
Katsina,Mashi,Aminu Bello Masari,APC,34695.0,
Katsina,Mashi,Garba Yakubu Lado,PDP,19255.0,
Katsina,Dandume,Aminu Bello Masari,APC,32560.0,
Katsina,Dandume,Garba Yakubu Lado,PDP,13533.0,
Katsina,Bindawa,Aminu Bello Masari,APC,34659.0,
Katsina,Bindawa,Garba Yakubu Lado,PDP,13183.0,
Katsina,Dutsin-Ma,Aminu Bello Masari,APC,32568.0,
Katsina,Dutsin-Ma,Garba Yakubu Lado,PDP,16246.0,
Katsina,Musawa,Aminu Bello Masari,APC,32276.0,
Katsina,Musawa,Garba Yakubu Lado,PDP,10151.0,
Katsina,Kurfi,Aminu Bello Masari,APC,24994.0,
Katsina,Kurfi,Garba Yakubu Lado,PDP,12815.0,
Katsina,Safana,Aminu Bello Masari,APC,26807.0,
Katsina,Safana,Garba Yakubu Lado,PDP,10657.0,
Katsina,Daura,Aminu Bello Masari,APC,31361.0,
Katsina,Daura,Garba Yakubu Lado,PDP,8298.0,
Katsina,Faskari,Aminu Bello Masari,APC,45777.0,
Katsina,Faskari,Garba Yakubu Lado,PDP,20329.0,
Katsina,Sabuwa,Aminu Bello Masari,APC,22359.0,
Katsina,Sabuwa,Garba Yakubu Lado,PDP,14384.0,
Katsina,Danja,Aminu Bello Masari,APC,36467.0,
Katsina,Danja,Garba Yakubu Lado,PDP,17845.0,
Katsina,Funtua,Aminu Bello Masari,APC,43883.0,
Katsina,Funtua,Garba Yakubu Lado,PDP,16597.0,
Katsina,Malumfashi,Aminu Bello Masari,APC,56008.0,
Katsina,Malumfashi,Garba Yakubu Lado,PDP,21132.0,
Katsina,Bakori,Aminu Bello Masari,APC,44143.0,
Katsina,Bakori,Garba Yakubu Lado,PDP,20237.0,
Katsina,Charanchi,Aminu Bello Masari,APC,24692.0,
Katsina,Charanchi,Garba Yakubu Lado,PDP,9781.0,
Katsina,Kankara,Aminu Bello Masari,APC,43341.0,
Katsina,Kankara,Garba Yakubu Lado,PDP,23856.0,
Katsina,Kafur,Aminu Bello Masari,APC,58148.0,
Katsina,Kafur,Garba Yakubu Lado,PDP,22792.0,
Kebbi,Yauri,Abubakar Atiku Bagudu,APC,25011.0,
Kebbi,Yauri,Isa Mohammed Galaudu,PDP,1574.0,
Kebbi,Arewa,Abubakar Atiku Bagudu,APC,35991.0,
Kebbi,Arewa,Isa Mohammed Galaudu,PDP,10994.0,
Kebbi,Gwandu,Abubakar Atiku Bagudu,APC,30720.0,
Kebbi,Gwandu,Isa Mohammed Galaudu,PDP,4526.0,
Kebbi,Birnin Kebbi,Abubakar Atiku Bagudu,APC,79092.0,
Kebbi,Birnin Kebbi,Isa Mohammed Galaudu,PDP,6010.0,
Kebbi,Argungu,Abubakar Atiku Bagudu,APC,30101.0,
Kebbi,Argungu,Isa Mohammed Galaudu,PDP,23397.0,
Kebbi,Aleiro,Abubakar Atiku Bagudu,APC,21923.0,
Kebbi,Aleiro,Isa Mohammed Galaudu,PDP,3479.0,
Kebbi,Suru,Abubakar Atiku Bagudu,APC,39359.0,
Kebbi,Suru,Isa Mohammed Galaudu,PDP,5198.0,
Kebbi,Shanga,Abubakar Atiku Bagudu,APC,27012.0,
Kebbi,Shanga,Isa Mohammed Galaudu,PDP,3506.0,
Kebbi,Kalgo,Abubakar Atiku Bagudu,APC,21899.0,
Kebbi,Kalgo,Isa Mohammed Galaudu,PDP,805.0,
Kebbi,Augie,Abubakar Atiku Bagudu,APC,28479.0,
Kebbi,Augie,Isa Mohammed Galaudu,PDP,11875.0,
Kebbi,Bunza,Abubakar Atiku Bagudu,APC,23980.0,
Kebbi,Bunza,Isa Mohammed Galaudu,PDP,2114.0,
Kebbi,Dandi,Abubakar Atiku Bagudu,APC,33315.0,
Kebbi,Dandi,Isa Mohammed Galaudu,PDP,5929.0,
Kebbi,Dandi,Abubakar Atiku Bagudu,APC,33315.0,
Kebbi,Dandi,Isa Mohammed Galaudu,PDP,5929.0,
