state,district,code,sn,candidate,gender,party,votes,remark,source_file
Lagos,LAGOS EAST,SD/071/LA,7,OSINOWO SIKIRU ADEBAYO,M,APC,145839,ELECTED,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,8,IDOWU ABOSEDE,F,CAP,201,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,9,AJAYI FLORENCE OLUFUNKE,F,DA,92,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,10,JAIYEOLA ADEBOLA ADENRELE,F,DPP,637,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,11,ODEYEMI KAFARU OLUWASANMI,M,ID,42,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,12,LIJADU AYODELE CYRIL,M,KP,216,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,13,AGIM GODWIN,M,MPN,267,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,14,OYEFUSI ABIODUN ADETOLA,F,PDP,90354,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,15,OLUSEGUN OGUNYEYE,M,PPC,239,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,16,ADERONKE IYABODE ADENIJI,M,PPN,123,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS EAST,SD/071/LA,17,AWOLOWO OLUFUNKE,F,PT,70,,Lagos_LAGOS-EAST.pdf
Lagos,LAGOS WEST,SD/072/LA,1,ADEGBORIOYE SOLAKUNMI ELIZABETH,F,A,15508,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,2,SULAYMAN ABUBAKAR UMAR,M,AA,459,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,3,FADEYI OLADEINDE ABAYOMI,M,AAC,3435,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,4,AMOS AJAO ADEMOLA,M,AD,2274,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,5,KAYODE JACOBS,M,ADC,6290,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,6,AGOSU-PANTINVOH FELICIA MENTON,F,ADP,1754,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,7,WANGARA AUWARLU IDRIS,M,ANP,1391,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,8,ADEOLA SOLOMON OLAMILEKAN,M,APC,323817,ELECTED,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,9,ESTHER GODWIN,F,APM,518,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,10,BOJURI ORIYOMI RUTH,F,CAP,142,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,11,NNONA JOHA NWATU,M,DA,178,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,12,JOHNSON OLAKUNLE MOSES,M,DPP,637,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,13,KAYODE OLABODE,M,GPN,641,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,14,MICHAEL ADEWALE OJO,M,MPN,237,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,15,AYODELE AKELE,M,NCP,645,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,16,CHARLES DICKSON MBRIDE,M,NFD,801,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,17,RHODES VIVOUR GBADEBO,M,PDP,243516,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,18,OLATUNBOSUN OSWALD ODUSAMI,M,PPC,1160,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,19,SAMUEL AKUNYEMI GABRIEL,M,PPN,329,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,20,ABDULSALAM IGAGWU,M,PRP,1951,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,21,AWE-OBE OLUSEGUN,M,PT,194,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,22,NKEM CHIBOGU KENNETH,F,UPP,284,,Lagos_LAGOS-WEST.pdf
Lagos,LAGOS WEST,SD/072/LA,23,FADAHUNSIOJO OMOBOLA ALICE,F,YPP,1726,,Lagos_LAGOS-WEST.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,1,AKWASHIKI PATRICIA NAOMI,F,ADC,6287,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,2,AKWASHIKI GODIYA,M,APC,54104,ELECTED,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,3,ALU SAMUEL,M,APGA,15788,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,4,GABU LAWRENCE ANDREW,M,APM,45,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,5,SARKI KABIRU,M,DA,19,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,6,LUBABATU TANI YAKUBU,F,GPN,7,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,7,JOHN SAGU M.,M,JMPP,39,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,8,INNOCENT LAGI DANIEL,M,LP,5843,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,9,KATIMI SAIDU ISA,F,MMN,12,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,10,MAJI INNOCENT,M,NCP,85,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,11,JOHN MICHAEL ABDUL,M,PDP,48133,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,12,DANIEL UMARU,M,PRP,19,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,13,ATTAH DAVID,M,PT,522,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA NORTH,SD/073/NW,14,ANGA INUSA MOHAMMED OMBUGU,M,SDP,278,,Nasarawa_NASSARAWA-NORTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,1,AGYEWALDASHO ABDULLAHI UMAR,M,ACD,39,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,2,SULAIMAN ABUBAKAR MAINA,M,ADC,70,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,3,ELADOGA RAKIYA ABUBAKAR,F,ADP,389,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,4,AL-MAKURA UMARU TANKO,M,APC,113156,ELECTED,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,5,ADAMU MUSA SAIDU,M,APGA,2847,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,6,YUSUF HASSAN MUHAMMED,M,APM,52,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,7,ABDULKAREEM SULEMAN AKWE,M,DA,40,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,8,NAMO SAMSON AYALO,M,FRESH,101,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,9,YAHUZA SAGIR IBRAHIM,M,JMPP,24,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,10,OWAKAYI ABDULRAHMAN OSE,M,LP,93,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,11,AYIWULU BABA AYIWULU,M,NNPP,135,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,12,ADOKWE SULEIMAN ASONYA,M,PDP,104595,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,13,MOHAMMED TAJIRI SANI,M,PPA,83,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,14,UMAR GALADIMA UMAR,M,PRP,31,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,15,MOHAMMED NURUDEEN UMAR,M,PT,49,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,16,MUSA ABUBAKAR SAMBO,M,RBNP,3744,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,17,UMAR MOHAMMED OZEGHA,M,SDP,183,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA SOUTH,SD/075/NW,18,USMAN WAKASO,M,ZLP,2489,,Nasarawa_NASSARAWA-SOUTH.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,1,ABDULLAHI ADAMU,MALE,APC,115298,ELLECTED,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,2,NGHARGBU K'TSO,MALE,APGA,28857,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,3,ODEH OGAH ELIJAH,MALE,APM,36,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,4,AHMED IDRIS SALISU,MALE,DA,21,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,5,MICHAEL ANZAKU,MALE,JMPP,11,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,6,ZAKARRIYA RILWANT TANKO,MALE,LP,48,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,7,IDRIS BABA,MALE,NFD,133,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,8,BALA AHMED ALIYU,MALE,PDP,85615,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,9,AHMED IBRAHIM,MALE,PPA,77,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,10,ABDULLAHI ALIYU,MALE,PPN,24,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,11,BAHAGO BITRUS,MALE,PT,31,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,12,SAMUEL ANJUGU AVRE,MALE,SDP,2206,,Nasarawa_NASSARAWA-WEST.pdf
Nasarawa,NASARAWA WEST,SD/074/NW,13,ADAMU HUSSAINI AUTA,MALE,ZLP,137,,Nasarawa_NASSARAWA-WEST.pdf
Niger,NIGER EAST,SD/076/NG,1,ALH MUSA HASSAN,M,ADC,2665,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,2,MOHAMMED SANI MUSA,M,APC,229415,ELECTED,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,3,ALFA ABUBAKAR SADIQ,M,BNPP,456,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,4,MUHAMMED USMAN,M,DA,488,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,5,NUHU MATHEW,M,LPN,845,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,6,KOLAWOLE IDRIS ZAINAB,F,NCP,350,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,7,AUDU MOHAMMED,M,NNPP,205,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,8,PAIKO HASSAN MUHAMMED RAJI,M,NRM,419,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,9,ISIYAKU IBRAHIM,M,PDP,116143,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,10,MUHAMAD AWWAL,M,PPN,526,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,11,AKAWU ABABA,M,PRP,264,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,12,MOHAMMED BINTA,F,PT,194,,Niger_NIGER-EAST.pdf
Niger,NIGER EAST,SD/076/NG,13,SHASHERE YAKUBU,M,SDP,205,,Niger_NIGER-EAST.pdf
Niger,NIGER NORTH,SD/077/NG,1,TSALHA ATTAHIRU,M,ACD,2243,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,2,DAUDA UMAR DAN-MALIKI,M,ADC,373,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,3,USMAN DANGAJERE HARUNA,M,ADP,1710,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,4,MAMUDA HADIZA KUTA,F,AGA,568,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,5,ABDULLAHI ALIYU SABI,M,APC,161420,ELECTED,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,6,ISA MOHAMMED BELLO,M,DA,356,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,7,BALKISU MUSA ALHERI,F,GPN,155,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,8,GARBA MAMMAN,M,NNPP,149,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,9,GALADIMA BABA ALHAJI,M,NRM,1357,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,10,DUBA MOHAMMED SANI,M,PDP,77109,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,11,BALA AHMAD ALHAJI,M,PPN,803,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,12,BUHARI MK HARUNA,M,PRP,1181,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,13,SHUNBU BALA,M,PT,50,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,14,ABDULMUMIN DANTATA IBETO,M,SDP,116,,Niger_NIGER-NORTH.pdf
Niger,NIGER NORTH,SD/077/NG,15,BAWA AMOS,M,UDP,141,,Niger_NIGER-NORTH.pdf
Niger,NIGER SOUTH,SD/078/NG,1,YAHAYA AHMED ALHASSAN,MALE,ACD,1001,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,2,ALH NDATSU USMAN,MALE,ADC,350,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,3,IBRAHIM BELLO MOHAMMED,MALE,ADP,6144,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,4,BIMA MUHAMMAD ENAGI,MALE,APC,160614,ELECTED,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,5,JA'AFARU ABDULLAHI,MALE,DA,231,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,6,MOHAMMED SAFIYA BABA,FEMALE,GPN,115,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,7,BABANKOGI MUHAMMAD KUDU,MALE,NNPP,73,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,8,SULEIMAN UMAR,MALE,NRM,373,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,9,SHEHU BABA AGAIE,MALE,PDP,90978,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,10,MOHAMMED BABA MUSTAPHA,MALE,PPN,168,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,11,ALFA SANI,MALE,PRP,139,,Niger_NIGER-SOUTH.pdf
Niger,NIGER SOUTH,SD/078/NG,12,MUHAMMED LIMAN AL-AMIN,MALE,SDP,407,,Niger_NIGER-SOUTH.pdf
Ogun,OGUN CENTRAL,SD/079/OG,1,OLADAPO SOFELA TEMITOPE,M,AD,799,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,2,GOMEZ TITILAYO OSENI,F,ADC,37101,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,3,SOWUNMI JULIUS OLUFEMI,M,ADP,6510,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,4,OLUMIDE JONES,M,ANRP,548,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,5,AMOSUN IBIKUNLE OYELAJA,M,APC,88110,ELECTED,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,6,ADENMOSUN FRANCIS GBENGA,M,APM,10039,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,7,ADESHINA ABIODUN OLAKULEHIN,M,ASD,113,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,8,AKIGBOGUN OLAKUNLE OLATOKUNBO,M,CAP,96,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,9,EMMANUEL EDUN OLANREWAJU,M,DA,232,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,10,ADEYEMI BOLANLE ADISA,M,DPP,211,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,11,ABIMBOLA MARGARET ONOKOYA,F,GPN,529,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,12,ADEBAYO OLUGBENGA OLATUNBOSUN,M,JMPP,193,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,13,AROYEUN SABUR ADESINA,M,LP,1165,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,14,TOLA ESTHER FEHIN OGUNSANWO,F,MPN,296,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,15,ENITAN AWOJOBI J.,M,NCP,1042,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,16,SOLOMON ABIODUN SANYAOLU,M,PDP,33276,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,17,SUNDAY OLATOKUNBO OSO,M,PPN,504,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,18,OLUDAISI OLUSEGUN,M,YES,747,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN CENTRAL,SD/079/OG,19,SOLANA IBIKUNLE KENNETH,M,ZLP,129,,Ogun_OGUN-CENTRAL.pdf
Ogun,OGUN EAST,SD/080/OG,1,OLATUNBOSUN ADESINA SAIDI,M,AD,376,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,2,ASHIRU ADEDEJI,M,ADC,10864,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,3,OLADIPUPO ODULAJA,M,ADP,3701,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,4,MUSTAPHA RAMONI OLALEKAN,M,APC,85761,ELECTED,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,5,ODUSOLU B. OLUWOLE,M,APM,6114,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,6,ASIWAJU OBAFEMI ADENUGA,M,APP,106,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,7,ADENUGA OLUFEMI CHRISTIAN,M,CAP,146,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,8,IPAYE BABATUNDE,M,DPP,251,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,9,OLOWOPOROKU OBAFEMI,M,GDPN,206,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,10,AKINTUNDE TEMITOPE SAMUEL,M,GPN,509,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,11,ORIOLA TEMIDAYO NIKE,F,LP,145,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,12,ADEWALE-OLUSEGUN OSIDERO,M,MPN,146,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,13,ONADIPE E. IDOWU,F,NCP,583,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,14,ADESANYA ABAYOMI RASAQ,M,NRM,214,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,15,SOSANWO ADEOLA AYOOLA,M,PDP,83528,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,16,OLUKKAYODE ADESEGUN CHARLES,M,PPC,347,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,17,OLADIPO OLAFUYI RAHMAN,M,PPN,318,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,18,OLAWALE OKUNNIYI,M,PT,79,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,19,SODIYA OMONIYI ADEBOLA,M,RBNP,127,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,20,MOJISOLA OMOYENI AFOLABI,F,UPP,102,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,21,OGUNNAIKE OLUSEGUN,M,YES,274,,Ogun_OGUN-EAST.pdf
Ogun,OGUN EAST,SD/080/OG,22,BAKARI ABIOLA OLUREMI,M,ZLP,66,,Ogun_OGUN-EAST.pdf
Ogun,OGUN WEST,SD/081/OG,1,SODIPO NATHANIEL ADEWOLE,M,A,1038,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,2,JACOB OLOWOYO ROTIMI,M,AD,447,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,3,OGUNOLA BABATUNDE OLABODE,M,ADC,31412,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,4,AKINOLA BELLO WAHID,M,ADP,6843,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,5,ODEBIYI TOLULOPE AKINREMI,M,APC,56452,ELECTED,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,6,GBELEYI OLUSEGUN BOLANLE,M,APM,48691,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,7,ADEBISI SAMUEL ADEGBOYEGA,M,C4C,86,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,8,ADEYEMI ADEBOLA PETER,M,CAP,193,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,9,EGUNJOBI OLUWAFEMI ADIO,M,DA,329,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,10,FAGBEMI TAIWO AKINSANYA,M,DPP,191,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,11,SAMSON PRINCE ADEWALE,M,GPN,190,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,12,JOSEPH ODUNAYO OJO,M,JMPP,253,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,13,OLUJIMI ADEKUNLE DAVID,M,LP,440,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,14,OLUWASEUN ADESEGUN ABAYOMI,M,MPN,571,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,15,ODUNJO ODUNLEYE ABIODUN,M,PDP,43454,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,16,BAMIDELE OLUFOLABI ADEBAYO,M,PPC,796,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,17,BAMIGBOYE OLAWALE MORUF,M,PPN,436,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,18,FATUMBI PETER OLUKUNLE,M,PT,93,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,19,OLAYIWOLA OLAWALE AHMED,M,SNP,212,,Ogun_OGUN-WEST.pdf
Ogun,OGUN WEST,SD/081/OG,20,MORUF IYABODE ALICE,M,ZLP,164,,Ogun_OGUN-WEST.pdf
Ondo,ONDO CENTRAL,SD/083/OD,1,SEHINDE OTUNBA SOLEDAYO,M,AD,1104,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,2,OGUNNIYA GBENGA,M,ADC,9788,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,3,JAMES OLABANJO OLAMILEGE,M,ADP,1044,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,4,ALASOADURA OMOTAYO DONALD,M,APC,57828,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,5,OLASOGBA ROTIMI OYEOLA,M,ASD,320,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,6,ADEOYE HENRY ADEWOLE,M,DA,384,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,7,AKIN ZERUBABEL OLOWOOKERE,M,MPN,596,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,8,ATEWOJA OLUBUNMI ANTHONY,M,MRDD,62,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,9,FAWEHINMI RANTI,M,NCP,157,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,10,FUNMILAYO ATAUNOKO JENYO,M,NRM,195,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,11,AKINYELURE PATRICK AYO,M,PDP,66978,ELECTED,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,12,AKINNUGBA PETER PAUL,M,PPA,354,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,13,OLAMILEKAN OLUSOGA OWOJOURO,M,PT,111,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,14,AWE DAVID OLUGBENGA JOSEPH,M,SDP,6461,,Ondo_ONDO-CENTRAL.pdf
