state,district,code,sn,candidate,gender,party,votes,remark,source_file
Ondo,ONDO CENTRAL,SD/083/OD,15,BOBOYE ROTIMI TAIWO,M,UPN,280,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO CENTRAL,SD/083/OD,16,MIMIKO RAHMAN OLUSEGUN,M,ZLP,56624,,Ondo_ONDO-CENTRAL.pdf
Ondo,ONDO NORTH,SD/082/OD,1,ABAYOMI OLATUNJI OLUPELUWA,MALE,AA,43100,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,2,EMMANUEL IPINSAGBA OLAJIDE,MALE,ADC,23458,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,3,OLAYINKA OGEDENGBE MODUPE,FEMALE,ADP,13730,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,4,BOROFACE ROBERT AJAYI,MALE,APC,53199,ELECTED,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,5,ADEOLA KAYODE SIMON,MALE,ASD,4930,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,6,PHILLIPS ALONGE OLUSEGUN KIKIEDAOLUWA,MALE,PDP,33048,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,7,OGUNBODEDE OLORUNYOMI,MALE,PPN,175,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,8,PRINCE OJOURO ADEDOTUN,MALE,PT,69,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,9,SADJERE REAGAN,MALE,SDP,917,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO NORTH,SD/082/OD,10,ODUMBAKU OLASINMI,FEMALE,ZLP,3554,,Ondo_ONDO-NORTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,1,OLATUNJI JULIUS ADEOYE F.,M,AA,40833,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,2,IKUEROWO STEPHEN OWOYELE,M,ACPN,432,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,3,STEVENSON KENNETH ODUSOLA,M,ADC,1526,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,4,OLLUSOLA OGUNNOWO MARCUS,M,ADP,648,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,5,OMOGUNWA YELE,M,APC,55610,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,6,IYITAYO ODUNAYO OLUWATOYIN,M,APP,466,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,7,TORHUKERHIJO YEMI DEBORAH,F,ASD,75,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,8,DOLAPO FATOGUN,M,MPN,95,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,9,PITT TEMIDAYO ADEBULU TEMIDAYO,F,MRDD,580,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,10,TOFOWOMO NICHOLAS OLUBUKOLA,M,PDP,81892,ELECTED,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,11,PRINCE SOLOMON RAPHAEL IYAUTAN,M,PT,201,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,12,AGBOOLA SOLOMON SOLA,M,SDP,273,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,13,USEGHAN JAMES,M,SNP,688,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,14,AYEBO STEPHEN IGBEKELE,M,UPC,204,,Ondo_ONDO-SOUTH.pdf
Ondo,ONDO SOUTH,SD/084/OD,15,ENISAN AKINSOLA,M,ZLP,7011,,Ondo_ONDO-SOUTH.pdf
Osun,OSUN CENTRAL,SD/085/OS,1,OLANIYI ANTHONY FADEHUNSI,M,ACPN,52,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,2,FADEYI OLUWOLE OLUBIYI,M,ADC,1422,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,3,OYEDUNTAN GANNY LAYIWOLA,M,ADP,1544,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,4,AJADI ABIOLA AYOWOLE,F,APA,259,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,5,SURAJUDEEN AJIBOLA BASIRU,M,APC,132821,ELECTED,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,6,ADEBISI MICHAEL MUKAILA,M,APP,209,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,7,DUMMADE ADEJOKE UWURAOLA,F,BNPP,12,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,8,OJO SIMEON OLUDARE,M,C4C,13,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,9,MRS ADEBAYO RASHEEDAT,F,CAP,19,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,10,IBRAHIM FATIMA ADEOLA,F,DA,27,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,11,ADEFARE AJIBOLA PRINCESS,F,GPN,12,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,12,BELLO SIKIRU ADEBAYO,M,ID,9,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,13,CHARLES ABIOYE KUNLE,M,JMPP,14,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,14,ARIKEWUYO MARY OYEBOLA,F,LP,26,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,15,ADEGOKE SIMISOLA AYOKANMI,F,MAJA,34,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,16,FAREMI RAPHAEL A,M,MMN,36,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,17,LAWAL GANIYU AKANFE,M,MPN,46,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,18,BANKOLE GAFAR DEMOLA,M,NCP,564,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,19,OLAOLUWA AYOBAMI GANIYU,M,PDP,106779,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,20,OSENI OLAYINKA KAZEEM,M,PPA,133,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,21,AFOLABI RASAQ OLAYIWOLA,M,PPN,33,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,22,AFOLABI MOSHOOD ABIODUN,M,PRP,19,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,23,SALAKO EMMANUEL OLADIMEJI,M,PT,26,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,24,ADEYEMI ADEDAYO SIKIRU,M,RP,13,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN CENTRAL,SD/085/OS,25,BABATUNDE SOLOMON AYOTUNDE,M,SDP,366,,Osun_OSUN-CENTRAL.pdf
Osun,OSUN EAST,SD/086/OS,1,ADEFIOYE BABATUNDE OLANIYI,M,A,2669,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,2,OLAMIDE FOLAHANMI OLOYEDE,F,ADC,540,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,3,TAJUDEEN FAMUYIDE OLUWASEUN,M,ADP,1452,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,4,FAWUNMI KAYODE OLALEKAN,M,ANRP,105,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,5,PAUL OLADIMEJI OLUSEYI,M,APA,316,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,6,FAMUREWA ISRAEL AJIBOLA,M,APC,105720,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,7,ODESOLA OLUSEYE TITUS,M,APP,149,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,8,AJIBOLA FATIMOH,F,CAP,132,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,9,FAFIOYE HAMMED ABIODUN,M,DA,28,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,10,ADERINSOYE CHARLES ADEWALE,M,DPC,69,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,11,ANIFOWOSE RAFIU SHEHU,M,GPN,19,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,12,AKANBI WASIU OLALEKAN,M,ID,30,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,13,ADETUNJI OGUNLEYE FELIX,M,JMPP,108,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,14,MICAEL FOWOWE OLADEMEJI,M,LP,85,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,15,ADEKUNLE OYERINDE,M,MAJA,67,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,16,ARIYO SUNDAY SINA,M,MMN,46,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,17,KOLAWOLE ADEDAPO LASISI,M,MPN,53,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,18,FASOREPO GIDEON AYODELE,M,NCP,572,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,19,ABEDE ADETONA SAMUEL,M,NRM,198,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,20,FADAHUNSI FRANCIS ADENIGBA,M,PDP,114893,ELECTED,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,21,OLUWAYINKA AMBROSE A,M,PPN,195,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,22,AYODELE BADMUS TOSIN MERCY,F,RP,27,,Osun_OSUN-EAST.pdf
Osun,OSUN EAST,SD/086/OS,23,SHEPHERD RICHARD OLUGBENGA AGBOLA,M,SNP,48,,Osun_OSUN-EAST.pdf
Osun,OSUN WEST,SD/087/OS,1,RUFAI ADEBISI MUJIDAT,F,ACPN,63,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,2,ALABI OLAKUNLE AKEEB,M,ADC,2119,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,3,BABAYEMI OMOBA OYEDOTUN,M,ADP,42915,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,4,OYETORO BUKOLA,F,APA,370,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,5,ORIOLOWO ADELERE ADEYEMI,M,APC,102157,WINNER,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,6,EKUNDAYO ADEMOLA PRECIOUS,M,APP,240,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,7,OLAPADE VICTOR OLAJIDE,M,BNPP,42,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,8,ADELEKE ISAAC ADEWOLE,M,C4C,42,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,9,OLUWATOYIN OLAIDE JAMES,M,DA,90,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,10,SOLOMON AYODEJI ONI,M,DPP,143,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,11,LAWAL MORILIYATU MOTUNRAYO,F,GPN,34,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,12,KAMALIDEEN AMOO,M,JMPP,95,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,13,OYELEKAN SAMUEL AKINGBADE,M,LP,382,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,14,OLUSEGUN IDOWU KAYODE,M,MPN,94,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,15,GIDADO MUIBAT OMONIKE,F,NCP,488,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,16,OYEWUNMI KAMORUDEEN OLALERE,M,PDP,97294,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,17,IBRAHIM JAMIU ADEYEMI,M,PPA,231,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,18,AKINTUNDE BENEDICT ADESOJI,M,PPN,51,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,19,OMONIYI ABIOLA OLUWABEMIGA,M,PT,27,,Osun_OSUN-WEST.pdf
Osun,OSUN WEST,SD/087/OS,20,AKINYODE BOLAJI MICHAEL,M,RP,23,,Osun_OSUN-WEST.pdf
Oyo,OYO CENTRAL,SD/088/OY,1,AJITADIDUN YETUNDE ELIZABETH,F,A,799,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,2,OLUMUYIWA ADEWALE SUNDAY,M,AD,599,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,3,SUNMONU JUMOKE MONSURAT,F,ADC,41657,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,4,SUGAR OLATOYE TEMITOPE O.,M,ADP,41377,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,5,TOPE OLAOLU OJERINDE,M,ANRP,1033,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,6,FOLARIN TESLIM KOLAWOLE,M,APC,91080,ELECTED,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,7,OLUKAYODE ADENIRAN STEPHEN,M,DPC,437,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,8,OYERINDE JOHN,M,DPP,511,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,9,OYEBODE OLUSEGUN MOSES,M,HDP,108,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,10,SALAUDEEN JELILI ADEBAYO,M,ID,95,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,11,LAMIDI BASIRU APAPA,M,LP,308,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,12,SUNDAY AJALA KOLAWOLE,M,MPN,202,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,13,LATEEF KAZEEM KOLAWOLE,M,NCP,254,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,14,SANNI BAMIDELE ADEOLA,M,NPC,936,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,15,ADEDAPO GABRIEL ADEREMI,M,NRM,781,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,16,ILAKA LUQMAN OYEBISI,M,PDP,83600,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,17,GBOLAGADE ADERONMU T,M,PPC,1327,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,18,TOLUTAYO ADEDEJI BAMIDELE,M,PPN,245,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,19,IBRAHIM ISMAILA OLADIMEJI,M,PT,77,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,20,FAOZAY OLADOKUN NURUDEEN,M,SDP,462,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO CENTRAL,SD/088/OY,21,OLANIYAN ABIOLA IDOWU MUMUNI,M,ZLP,6593,,Oyo_OYO-CENTRAL-1.pdf
Oyo,OYO NORTH,SD/089/OY,1,OGUNSOLA-SALIU KEHINDE,F,A,548,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,2,LAWAL ADELEKE ADEBAYO,M,ADC,40304,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,3,SALAWUDEEN AHMED OLANIYI,M,ADP,45225,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,4,BUHARI ABDULFATAI,M,APC,107703,ELECTED,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,5,EMMANUEL ADEKUNLE,M,DPP,623,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,6,OYEWOLE WAHEED BOLANLE,M,HDP,122,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,7,TAIWO ASHAJU OLATUNDE,M,ID,148,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,8,AGBABI ABIODUN DORCAS T.,F,JMPP,158,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,9,ABDULGAFAR ADEKUNLE IDRIS,M,LP,362,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,10,OLADIMEJI OGUNTONA JOEL,M,MPN,207,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,11,BOSEDE GBEMISOLA DORCAS,F,NCP,93,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,12,ADEDOYIN MATTHEW OLASUNMBO,M,NRM,318,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,13,AKANDE ADEOLA MULIKAT,F,PDP,89365,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,14,OLADOKUN ADEBOYIN ADEOLA,F,PPC,481,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,15,GBOLAHAN BABALOLA MONSURU,M,PPN,174,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,16,TAIWO ADEREMI OLADELE,M,PT,39,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,17,ADESHINA ADEWOLE,M,SDP,114,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO NORTH,SD/089/OY,18,BASH LAWAL AREMU,M,ZLP,4385,,Oyo_OYO-NORTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,1,DAIRO OLAYINKA OLAIDE,M,A,2633,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,2,AKANBI RILWAN ADESOJI,M,ADC,49437,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,3,AKINOSUN FOLARANWU OLUSIJAYA,M,ADP,13149,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,4,AKINWANDE OSUOLALE PRAISE,M,AGA,384,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,5,AJIMOBI ABIOLA ADEYEMI,M,APC,92218,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,6,ADEYEMI JOSEPH BABATUNDE,M,DA,419,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,7,MAKINDE DANIEL,M,DPP,462,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,8,ALABI AFOLABI KENNY,M,GPN,95,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,9,ALADE MUSODIQ OLADIPO,M,ID,83,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,10,AKANDE LUQMAN ADEMOLA,M,JMPP,87,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,11,ADEGOKE LATEEF AKANJI,M,LP,410,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,12,KOLAWOLE IBRAHIM WAHAB,M,MPN,264,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,13,ALALADE TUNJI SIMON,M,NCP,644,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,14,SALIMON ADENIRAN ADESINA,M,NPC,461,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,15,MAKINDE GABRIEL OLUKUNMI,M,NRM,296,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,16,KOLA ADEMOLA BALOGUN,M,PDP,105720,ELECTED,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,17,RICHARD AKINLADE OLUBUKOLA,M,PPC,421,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,18,ADERIGBIGBI ALH. HABEEB ADEWUMI,M,PPN,227,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,19,ALAO ADEWALE,M,SDP,1012,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,20,OLOYEDE IBRAHIM ASAWALE A.,M,YDP,655,,Oyo_OYO-SOUTH-1.pdf
Oyo,OYO SOUTH,SD/090/OY,21,NURENI ADISA OLADIPO,M,ZLP,12412,,Oyo_OYO-SOUTH-1.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,1,ABEL PEPERS USMAN,M,ABP,2697,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,2,ROTGAK SIMON KITKA,M,ADC,590,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,3,DAMULAK MANASSEH,M,ADP,6755,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,4,DIMKA HEZEKIAH AYUBA,M,APC,149457,ELECTED,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,5,LONGS ALI NANLE,M,CAP,147,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,6,AKOS ZAKKA M.,M,FRESH,28,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,7,LARAB SANTOS AYUBA TANGSHAR,M,GPN,997,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,8,GEOFREY JOHN GOFEN,M,JMPP,29,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,9,JOSEPH NENGAR LAR,M,MPN,145,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,10,GOKIR NENGAK CLEMENT,M,NRM,228,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,11,PARRADANG DAVID SHIKFU,M,PDP,145048,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,12,YUBEL PRINCE DAVID,M,PPC,729,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,13,TANGSAN PAKSOHOT I.,M,PT,22,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU CENTRAL,SD/092/PL,14,DIKWAL CHINNAN MACLEAN,M,SDP,2222,,Plateau_PLATEAU-CENTRAL.pdf
Plateau,PLATEAU NORTH,SD/093/PL,1,LODAM HENRY PWAJOK,M,ABP,311,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,2,IBRAHIM RAYYAN BALARABE,M,ADC,1283,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,3,GYANG SAMUEL PAM,M,ADP,1984,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,4,BATURE RUFUS DANIEL,M,APC,171233,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,5,MUSA MANGAI ISHAYA,M,JMPP,157,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,6,SALIS MUHAMMAD,M,KP,379,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,7,DUNG SIMI PATRICIA JAMILA,F,MPN,119,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,8,SANI KELVIN ZANGANA,M,NRM,27,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,9,MAGAJI AUWAL HASSAN,M,PDC,630,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,10,GYANG ISTIFANUS DUNG,M,PDP,269555,ELECTED,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,11,GYANG-FULANI DALENG EMMANUEL,M,PPC,422,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,12,ABDULLAHI SAMAILA,M,PRP,16994,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,13,ILIYA DANGS MWANTOK,M,PT,25,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU NORTH,SD/093/PL,14,AKAWU BABA,M,SDP,785,,Plateau_PLATEAU-NORTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,1,FANTO NAOMI JANE,FEMALE,ADP,868,,Plateau_PLATEAU-SOUTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,2,LONGJAN IGNATIUS DATONG,MALE,APC,140918,ELECTED,Plateau_PLATEAU-SOUTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,3,MICHEAL MUDI NYIBIAM,MALE,DA,145,,Plateau_PLATEAU-SOUTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,4,RAYMOND CLEMENT,MALE,JMPP,9,,Plateau_PLATEAU-SOUTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,5,MAMFA LADI NUN,FEMALE,MPN,30,,Plateau_PLATEAU-SOUTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,6,TANKO PATRICK PIANGUN,MALE,NRM,167,,Plateau_PLATEAU-SOUTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,7,KEFAS PETER DANDAM,MALE,PDP,132441,,Plateau_PLATEAU-SOUTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,8,DONGTOE CECILIA NOKNAAN,FEMALE,PPC,292,,Plateau_PLATEAU-SOUTH.pdf
Plateau,PLATEAU SOUTH,SD/091/PL,9,JOHN SUNDAY NANWA,MALE,PPN,34,,Plateau_PLATEAU-SOUTH.pdf
