state,lga,candidate,party,votes,percent
Katsina,Rimi,Umar Dikko Radda,APC,28202.0,66.16
Katsina,Rimi,Garba Yakubu Lado,PDP,13823.0,32.43
Katsina,Rimi,Other candidates,,604.0,1.42
Katsina,Sabuwa],Umar Dikko Radda,APC,16224.0,57.88
Katsina,Sabuwa],Garba Yakubu Lado,PDP,11340.0,40.46
Katsina,Sabuwa],Other candidates,,467.0,1.67
Katsina,Safana,Umar Dikko Radda,APC,15417.0,59.0
Katsina,Safana,Garba Yakubu Lado,PDP,10450.0,40.0
Katsina,Safana,Other candidates,,262.0,1.0
Katsina,Sandamu,Umar Dikko Radda,APC,21055.0,66.34
Katsina,Sandamu,Garba Yakubu Lado,PDP,10641.0,33.53
Katsina,Sandamu,Other candidates,,42.0,0.13
Katsina,Zango,Umar Dikko Radda,APC,19757.0,65.15
Katsina,Zango,Garba Yakubu Lado,PDP,10477.0,34.55
Katsina,Zango,Other candidates,,90.0,0.3
Kwara,Asa,AbdulRahman AbdulRazaq,APC,14946.0,53.56
Kwara,Asa,Shuaib Yaman Abdullahi,PDP,11183.0,40.07
Kwara,Asa,Hakeem Lawal,SDP,953.0,3.41
Kwara,Asa,Other candidates,,825.0,2.96
Kwara,Baruten,AbdulRahman AbdulRazaq,APC,28060.0,74.09
Kwara,Baruten,Shuaib Yaman Abdullahi,PDP,7987.0,21.09
Kwara,Baruten,Hakeem Lawal,SDP,1492.0,3.94
Kwara,Baruten,Other candidates,,335.0,0.88
Kwara,Edu,AbdulRahman AbdulRazaq,APC,22485.0,54.4
Kwara,Edu,Shuaib Yaman Abdullahi,PDP,17378.0,42.05
Kwara,Edu,Hakeem Lawal,SDP,374.0,0.9
Kwara,Edu,Other candidates,,1094.0,2.65
Kwara,Ekiti,AbdulRahman AbdulRazaq,APC,6836.0,58.94
Kwara,Ekiti,Shuaib Yaman Abdullahi,PDP,4273.0,36.84
Kwara,Ekiti,Hakeem Lawal,SDP,170.0,1.47
Kwara,Ekiti,Other candidates,,319.0,2.75
Kwara,Ifelodun,AbdulRahman AbdulRazaq,APC,17599.0,60.67
Kwara,Ifelodun,Shuaib Yaman Abdullahi,PDP,9085.0,31.32
Kwara,Ifelodun,Hakeem Lawal,SDP,1559.0,5.38
Kwara,Ifelodun,Other candidates,,763.0,2.63
Kwara,Ilorin East,AbdulRahman AbdulRazaq,APC,23925.0,56.74
Kwara,Ilorin East,Shuaib Yaman Abdullahi,PDP,14500.0,34.38
Kwara,Ilorin East,Hakeem Lawal,SDP,2645.0,6.27
Kwara,Ilorin East,Other candidates,,1100.0,2.61
Kwara,Ilorin South,AbdulRahman AbdulRazaq,APC,20148.0,56.05
Kwara,Ilorin South,Shuaib Yaman Abdullahi,PDP,12096.0,33.65
Kwara,Ilorin South,Hakeem Lawal,SDP,2357.0,6.56
Kwara,Ilorin South,Other candidates,,1348.0,3.75
Kwara,Ilorin West,AbdulRahman AbdulRazaq,APC,46468.0,55.48
Kwara,Ilorin West,Shuaib Yaman Abdullahi,PDP,32372.0,38.65
Kwara,Ilorin West,Hakeem Lawal,SDP,1948.0,2.33
Kwara,Ilorin West,Other candidates,,2970.0,3.55
Kwara,Irepodun,AbdulRahman AbdulRazaq,APC,12860.0,56.57
Kwara,Irepodun,Shuaib Yaman Abdullahi,PDP,7614.0,33.49
Kwara,Irepodun,Hakeem Lawal,SDP,1693.0,7.45
Kwara,Irepodun,Other candidates,,566.0,2.49
Kwara,Isin,AbdulRahman AbdulRazaq,APC,5274.0,55.88
Kwara,Isin,Shuaib Yaman Abdullahi,PDP,3400.0,36.02
Kwara,Isin,Hakeem Lawal,SDP,567.0,6.01
Kwara,Isin,Other candidates,,197.0,2.09
Kwara,Kaiama,AbdulRahman AbdulRazaq,APC,14431.0,66.28
Kwara,Kaiama,Shuaib Yaman Abdullahi,PDP,6297.0,28.92
Kwara,Kaiama,Hakeem Lawal,SDP,624.0,2.87
Kwara,Kaiama,Other candidates,,421.0,1.93
Kwara,Moro,AbdulRahman AbdulRazaq,APC,15161.0,61.97
Kwara,Moro,Shuaib Yaman Abdullahi,PDP,6823.0,27.89
Kwara,Moro,Hakeem Lawal,SDP,1992.0,8.14
Kwara,Moro,Other candidates,,490.0,2.0
Kwara,Offa,AbdulRahman AbdulRazaq,APC,14696.0,62.45
Kwara,Offa,Shuaib Yaman Abdullahi,PDP,6705.0,28.5
Kwara,Offa,Hakeem Lawal,SDP,1289.0,5.48
Kwara,Offa,Other candidates,,841.0,3.57
Kwara,Oke Ero,AbdulRahman AbdulRazaq,APC,7758.0,65.7
Kwara,Oke Ero,Shuaib Yaman Abdullahi,PDP,3768.0,31.91
Kwara,Oke Ero,Hakeem Lawal,SDP,149.0,1.26
Kwara,Oke Ero,Other candidates,,133.0,1.13
Kwara,Oyun,AbdulRahman AbdulRazaq,APC,8991.0,55.57
Kwara,Oyun,Shuaib Yaman Abdullahi,PDP,5465.0,33.78
Kwara,Oyun,Hakeem Lawal,SDP,1068.0,6.6
Kwara,Oyun,Other candidates,,656.0,4.05
Kwara,Pategi,AbdulRahman AbdulRazaq,APC,13813.0,65.85
Kwara,Pategi,Shuaib Yaman Abdullahi,PDP,6544.0,31.2
Kwara,Pategi,Hakeem Lawal,SDP,389.0,1.85
Kwara,Pategi,Other candidates,,230.0,1.1
Zamfara,Anka,Bello Matawalle,APC,10156.0,36.43
Zamfara,Anka,Dauda Lawal,PDP,17116.0,61.4
Zamfara,Anka,Other candidates,,190.0,0.68
Zamfara,Bakura,Bello Matawalle,APC,41063.0,
Zamfara,Bakura,Dauda Lawal,PDP,19455.0,
Zamfara,Birnin Magaji/Kiyaw,Bello Matawalle,APC,9643.0,51.17
Zamfara,Birnin Magaji/Kiyaw,Dauda Lawal,PDP,8991.0,47.71
Zamfara,Birnin Magaji/Kiyaw,Other candidates,,212.0,1.12
Zamfara,Bukkuyum,Bello Matawalle,APC,10321.0,29.54
Zamfara,Bukkuyum,Dauda Lawal,PDP,24341.0,69.66
Zamfara,Bukkuyum,Other candidates,,281.0,0.8
Zamfara,Bungudu,Bello Matawalle,APC,24865.0,32.61
Zamfara,Bungudu,Dauda Lawal,PDP,47464.0,62.26
Zamfara,Bungudu,Other candidates,,1661.0,2.24
Zamfara,Gummi,Bello Matawalle,APC,20263.0,41.87
Zamfara,Gummi,Dauda Lawal,PDP,27929.0,57.71
Zamfara,Gummi,Other candidates,,202.0,0.42
Zamfara,Gusau,Bello Matawalle,APC,32172.0,32.83
Zamfara,Gusau,Dauda Lawal,PDP,64710.0,66.03
Zamfara,Gusau,Other candidates,,1121.0,1.14
Zamfara,Kaura Namoda,Bello Matawalle,APC,26472.0,45.36
Zamfara,Kaura Namoda,Dauda Lawal,PDP,31236.0,53.53
Zamfara,Kaura Namoda,Other candidates,,647.0,1.11
Zamfara,Maradun,Bello Matawalle,APC,24855.0,66.64
Zamfara,Maradun,Dauda Lawal,PDP,12261.0,32.87
Zamfara,Maradun,Other candidates,,181.0,0.49
Zamfara,Maru,Bello Matawalle,APC,10646.0,31.85
Zamfara,Maru,Dauda Lawal,PDP,22036.0,65.93
Zamfara,Maru,Other candidates,,2162.0,6.47
Zamfara,Shinkafi,Bello Matawalle,APC,13408.0,
Zamfara,Shinkafi,Dauda Lawal,PDP,13435.0,
Zamfara,Talata Mafara,Bello Matawalle,APC,41280.0,63.69
Zamfara,Talata Mafara,Dauda Lawal,PDP,22236.0,34.31
Zamfara,Talata Mafara,Other candidates,,1301.0,2.01
Zamfara,Tsafe,Bello Matawalle,APC,25805.0,
Zamfara,Tsafe,Dauda Lawal,PDP,42188.0,
Zamfara,Zurmi,Bello Matawalle,APC,21027.0,46.04
Zamfara,Zurmi,Dauda Lawal,PDP,24328.0,53.27
Zamfara,Zurmi,Other candidates,,314.0,0.69
